528.30585	507
528.33887	506
528.37189	509
528.40485	506
528.43787	508
528.47089	508
528.50385	509
528.53687	509
528.56989	508
528.60284	506
528.63586	506
528.66882	506
528.70184	507
528.73486	508
528.76782	508
528.80084	506
528.8338	506
528.86682	508
528.89978	510
528.9328	509
528.96576	508
528.99878	506
529.03174	504
529.06476	509
529.09772	507
529.13074	508
529.1637	512
529.19672	508
529.22968	505
529.2627	508
529.29565	508
529.32867	510
529.36163	510
529.39465	508
529.42761	507
529.46057	508
529.49359	508
529.52655	506
529.55957	509
529.59253	507
529.62549	507
529.65851	506
529.69147	509
529.72443	507
529.75745	507
529.79041	507
529.82336	509
529.85638	509
529.88934	506
529.9223	507
529.95532	507
529.98828	508
530.02124	505
530.0542	505
530.08722	508
530.12018	508
530.15314	508
530.1861	506
530.21912	507
530.25208	505
530.28503	511
530.31799	509
530.35095	506
530.38397	506
530.41693	507
530.44989	504
530.48285	509
530.51581	505
530.54877	507
530.58179	507
530.61475	507
530.64771	506
530.68066	506
530.71362	508
530.74658	508
530.77954	509
530.8125	507
530.84546	508
530.87842	507
530.91138	506
530.94434	506
530.97736	506
531.01031	508
531.04327	508
531.07623	506
531.10919	508
531.14215	507
531.17511	506
531.20807	507
531.24103	508
531.27399	505
531.30695	508
531.33984	508
531.3728	507
531.40576	506
531.43872	506
531.47168	508
531.50464	508
531.5376	506
531.57056	507
531.60352	507
531.63647	509
531.66943	508
531.70233	506
531.73529	505
531.76825	508
531.80121	507
531.83417	507
531.86713	507
531.90002	508
531.93298	507
531.96594	505
531.9989	507
532.03186	506
532.06476	508
532.09772	506
532.13068	507
532.16364	506
532.19653	508
532.22949	508
532.26245	506
532.29541	507
532.32831	507
532.36127	508
532.39423	506
532.42712	507
532.46008	507
532.49304	508
532.52594	506
532.5589	506
532.59186	505
532.62476	507
532.65771	506
532.69061	508
532.72357	505
532.75653	508
532.78943	508
532.82239	509
532.85529	506
532.88824	506
532.9212	508
532.9541	508
532.98706	506
533.01996	507
533.05292	507
533.08582	506
533.11877	507
533.15167	507
533.18463	506
533.21753	505
533.25049	506
533.28339	507
533.31635	507
533.34924	507
533.3822	507
533.4151	508
533.448	507
533.48096	508
533.51385	507
533.54681	509
533.57971	506
533.61261	505
533.64557	506
533.67847	509
533.71143	506
533.74432	506
533.77722	509
533.81018	505
533.84308	506
533.87598	508
533.90887	508
533.94183	507
533.97473	507
534.00763	505
534.04059	508
534.07349	506
534.10638	508
534.13928	507
534.17224	509
534.20514	508
534.23804	507
534.27094	506
