528.30585	508
528.33887	503
528.37189	506
528.40485	505
528.43787	505
528.47089	505
528.50385	505
528.53687	504
528.56989	507
528.60284	504
528.63586	506
528.66882	509
528.70184	502
528.73486	508
528.76782	504
528.80084	506
528.8338	506
528.86682	508
528.89978	506
528.9328	504
528.96576	503
528.99878	506
529.03174	504
529.06476	507
529.09772	505
529.13074	505
529.1637	507
529.19672	509
529.22968	506
529.2627	505
529.29565	506
529.32867	504
529.36163	507
529.39465	505
529.42761	504
529.46057	507
529.49359	503
529.52655	504
529.55957	505
529.59253	506
529.62549	506
529.65851	507
529.69147	507
529.72443	506
529.75745	507
529.79041	509
529.82336	506
529.85638	508
529.88934	504
529.9223	504
529.95532	506
529.98828	508
530.02124	504
530.0542	505
530.08722	505
530.12018	505
530.15314	503
530.1861	507
530.21912	504
530.25208	505
530.28503	504
530.31799	504
530.35095	505
530.38397	508
530.41693	503
530.44989	504
530.48285	507
530.51581	505
530.54877	507
530.58179	504
530.61475	505
530.64771	504
530.68066	504
530.71362	505
530.74658	508
530.77954	507
530.8125	507
530.84546	502
530.87842	505
530.91138	505
530.94434	506
530.97736	507
531.01031	507
531.04327	505
531.07623	504
531.10919	507
531.14215	502
531.17511	506
531.20807	507
531.24103	506
531.27399	504
531.30695	507
531.33984	502
531.3728	504
531.40576	505
531.43872	504
531.47168	504
531.50464	505
531.5376	507
531.57056	507
531.60352	504
531.63647	506
531.66943	504
531.70233	505
531.73529	506
531.76825	506
531.80121	503
531.83417	504
531.86713	505
531.90002	505
531.93298	505
531.96594	505
531.9989	505
532.03186	507
532.06476	506
532.09772	507
532.13068	506
532.16364	505
532.19653	506
532.22949	506
532.26245	504
532.29541	503
532.32831	505
532.36127	507
532.39423	506
532.42712	506
532.46008	504
532.49304	507
532.52594	504
532.5589	507
532.59186	505
532.62476	506
532.65771	506
532.69061	506
532.72357	508
532.75653	506
532.78943	505
532.82239	505
532.85529	505
532.88824	505
532.9212	505
532.9541	505
532.98706	506
533.01996	504
533.05292	504
533.08582	506
533.11877	506
533.15167	504
533.18463	503
533.21753	505
533.25049	506
533.28339	506
533.31635	505
533.34924	504
533.3822	505
533.4151	506
533.448	504
533.48096	505
533.51385	507
533.54681	505
533.57971	504
533.61261	503
533.64557	507
533.67847	505
533.71143	505
533.74432	506
533.77722	507
533.81018	507
533.84308	505
533.87598	504
533.90887	503
533.94183	506
533.97473	504
534.00763	503
534.04059	505
534.07349	504
534.10638	503
534.13928	505
534.17224	504
534.20514	505
534.23804	505
534.27094	505
534.30389	504
534.33679	503
534.36969	504
534.40259	503
534.43549	506
534.46838	507
534.50134	506
534.53424	504
534.56714	509
534.60004	502
534.63293	505
534.66583	504
534.69873	503
534.73169	504
534.76459	504
534.79749	506
534.83038	506
534.86328	505
534.89618	505
534.92908	505
534.96198	505
534.99487	503
535.02777	505
535.06067	506
535.09357	505
535.12646	505
535.15936	504
535.19226	502
535.22516	504
535.25806	507
535.29095	504
535.32385	505
535.35675	505
535.38965	505
535.42255	507
535.45544	502
535.48828	505
535.52118	506
535.55408	507
535.58698	504
535.61987	506
535.65277	506
535.68567	505
535.71857	505
535.7514	505
535.7843	504
535.8172	502
535.8501	507
535.883	506
535.91583	505
535.94873	505
535.98163	505
536.01453	506
536.04736	504
536.08026	504
536.11316	505
536.14606	504
536.17889	504
536.21179	505
536.24469	505
536.27759	504
536.31042	503
536.34332	505
536.37622	506
536.40906	505
536.44196	506
536.47485	506
536.50769	507
536.54059	506
536.57343	505
536.60632	506
536.63922	506
536.67206	507
536.70496	504
536.73779	502
536.77069	504
536.80359	506
536.83643	505
536.86932	505
536.90216	507
536.93506	503
536.9679	506
537.00079	505
537.03363	505
537.06653	505
537.09937	506
537.13226	504
537.1651	503
537.198	503
537.23083	504
537.26367	504
537.29657	506
537.32941	505
537.3623	505
537.39514	502
537.42798	505
537.46088	502
537.49371	504
537.52661	505
537.55945	506
537.59229	505
537.62518	505
537.65802	504
537.69086	506
537.72375	504
537.75659	507
537.78943	504
537.82227	505
537.85516	505
537.888	507
537.92084	507
537.95374	507
537.98657	506
538.01941	506
538.05225	506
538.08508	505
538.11798	506
538.15082	505
538.18365	504
538.21649	503
538.24933	504
538.28223	508
538.31506	504
