528.30585	529
528.33887	526
528.37189	523
528.40485	525
528.43787	525
528.47089	531
528.50385	526
528.53687	526
528.56989	532
528.60284	526
528.63586	528
528.66882	523
528.70184	528
528.73486	524
528.76782	524
528.80084	524
528.8338	526
528.86682	526
528.89978	530
528.9328	527
528.96576	531
528.99878	525
529.03174	528
529.06476	529
529.09772	524
529.13074	524
529.1637	527
529.19672	525
529.22968	525
529.2627	528
529.29565	528
529.32867	526
529.36163	524
529.39465	525
529.42761	526
529.46057	525
529.49359	527
529.52655	529
529.55957	524
529.59253	530
529.62549	523
529.65851	522
529.69147	530
529.72443	527
529.75745	533
529.79041	527
529.82336	521
529.85638	533
529.88934	527
529.9223	520
529.95532	523
529.98828	525
530.02124	527
530.0542	524
530.08722	526
530.12018	527
530.15314	520
530.1861	523
530.21912	523
530.25208	521
530.28503	523
530.31799	526
530.35095	527
530.38397	528
530.41693	528
530.44989	526
530.48285	522
530.51581	529
530.54877	523
530.58179	529
530.61475	523
530.64771	524
530.68066	525
530.71362	524
530.74658	527
530.77954	525
530.8125	525
530.84546	527
530.87842	526
530.91138	528
530.94434	523
530.97736	526
531.01031	525
531.04327	521
531.07623	523
531.10919	524
531.14215	523
531.17511	527
531.20807	524
531.24103	525
531.27399	527
531.30695	526
531.33984	527
531.3728	526
531.40576	523
531.43872	525
531.47168	528
531.50464	522
531.5376	527
531.57056	526
531.60352	523
531.63647	525
531.66943	527
531.70233	523
531.73529	527
531.76825	529
531.80121	529
531.83417	521
531.86713	523
531.90002	529
531.93298	524
531.96594	524
531.9989	520
532.03186	526
532.06476	520
532.09772	528
532.13068	526
532.16364	527
532.19653	525
532.22949	525
532.26245	527
532.29541	526
532.32831	522
532.36127	522
532.39423	525
532.42712	520
532.46008	524
532.49304	523
532.52594	522
532.5589	521
532.59186	525
532.62476	523
532.65771	524
532.69061	520
532.72357	524
532.75653	525
532.78943	524
532.82239	524
532.85529	525
532.88824	525
532.9212	520
532.9541	525
532.98706	524
533.01996	523
533.05292	521
533.08582	521
533.11877	528
533.15167	525
533.18463	523
533.21753	523
533.25049	524
533.28339	525
533.31635	529
533.34924	525
533.3822	527
533.4151	524
533.448	525
533.48096	529
533.51385	525
533.54681	524
533.57971	525
533.61261	519
533.64557	522
533.67847	522
533.71143	525
533.74432	522
533.77722	525
533.81018	526
533.84308	523
533.87598	524
533.90887	526
533.94183	526
533.97473	525
534.00763	521
534.04059	523
534.07349	525
534.10638	523
534.13928	522
534.17224	524
534.20514	526
534.23804	523
534.27094	524
534.30389	520
534.33679	522
534.36969	526
534.40259	524
534.43549	519
534.46838	525
534.50134	523
534.53424	522
534.56714	520
534.60004	525
534.63293	518
534.66583	523
534.69873	521
534.73169	524
534.76459	522
534.79749	523
534.83038	523
534.86328	526
534.89618	519
534.92908	523
534.96198	523
534.99487	521
535.02777	521
535.06067	521
535.09357	526
535.12646	525
535.15936	523
535.19226	522
535.22516	523
535.25806	519
535.29095	523
535.32385	524
535.35675	524
535.38965	520
535.42255	525
535.45544	524
535.48828	524
535.52118	525
535.55408	521
535.58698	524
535.61987	524
